position_index,board,move,active_elo,opponent_elo,predicted_move,predicted_move_prob,best_move,best_move_prob,transitional,monotonic
213,https://lichess.org/analysis/standard/rn6/ppp1k3/3pPpp1/4b3/4Q3/6P1/PPP1NP1q/RNB1KB2_b_Q_-_1_15,b8c6,1500,1500,b8c6,0.27468625,b8c6,0.27468625,True,False
213,https://lichess.org/analysis/standard/rn6/ppp1k3/3pPpp1/4b3/4Q3/6P1/PPP1NP1q/RNB1KB2_b_Q_-_1_15,b8c6,1600,1600,b8c6,0.35287344,b8c6,0.35287344,True,False
213,https://lichess.org/analysis/standard/rn6/ppp1k3/3pPpp1/4b3/4Q3/6P1/PPP1NP1q/RNB1KB2_b_Q_-_1_15,b8c6,1700,1700,b8c6,0.3772573,b8c6,0.3772573,True,False
213,https://lichess.org/analysis/standard/rn6/ppp1k3/3pPpp1/4b3/4Q3/6P1/PPP1NP1q/RNB1KB2_b_Q_-_1_15,b8c6,1800,1800,b8c6,0.4306742,b8c6,0.4306742,True,False
213,https://lichess.org/analysis/standard/rn6/ppp1k3/3pPpp1/4b3/4Q3/6P1/PPP1NP1q/RNB1KB2_b_Q_-_1_15,b8c6,1900,1900,b8c6,0.45760998,b8c6,0.45760998,True,False
214,https://lichess.org/analysis/standard/Q7/ppp1k3/2npPp2/8/3b4/6P1/PPPKNq2/RNB2B2_b_-_-_1_20,f2f1,1100,1100,f2f1,0.48033848,c6e5,0.014713151,False,False
214,https://lichess.org/analysis/standard/Q7/ppp1k3/2npPp2/8/3b4/6P1/PPPKNq2/RNB2B2_b_-_-_1_20,f2f1,1200,1200,f2f1,0.4567264,c6e5,0.013662966,False,False
214,https://lichess.org/analysis/standard/Q7/ppp1k3/2npPp2/8/3b4/6P1/PPPKNq2/RNB2B2_b_-_-_1_20,f2f1,1300,1300,f2f1,0.43366373,c6e5,0.012943461,False,False
214,https://lichess.org/analysis/standard/Q7/ppp1k3/2npPp2/8/3b4/6P1/PPPKNq2/RNB2B2_b_-_-_1_20,f2f1,1400,1400,f2f1,0.4122443,c6e5,0.012130685,False,False
214,https://lichess.org/analysis/standard/Q7/ppp1k3/2npPp2/8/3b4/6P1/PPPKNq2/RNB2B2_b_-_-_1_20,f2f1,1500,1500,f2f1,0.39258823,c6e5,0.012993976,False,False
214,https://lichess.org/analysis/standard/Q7/ppp1k3/2npPp2/8/3b4/6P1/PPPKNq2/RNB2B2_b_-_-_1_20,f2f1,1600,1600,d4e3,0.41284657,c6e5,0.012557598,False,False
214,https://lichess.org/analysis/standard/Q7/ppp1k3/2npPp2/8/3b4/6P1/PPPKNq2/RNB2B2_b_-_-_1_20,f2f1,1700,1700,d4e3,0.4406457,c6e5,0.0126825785,False,False
214,https://lichess.org/analysis/standard/Q7/ppp1k3/2npPp2/8/3b4/6P1/PPPKNq2/RNB2B2_b_-_-_1_20,f2f1,1800,1800,d4e3,0.46295956,c6e5,0.013218862,False,False
214,https://lichess.org/analysis/standard/Q7/ppp1k3/2npPp2/8/3b4/6P1/PPPKNq2/RNB2B2_b_-_-_1_20,f2f1,1900,1900,d4e3,0.47935143,c6e5,0.013014451,False,False
215,https://lichess.org/analysis/standard/8/pQp1k3/3pPp2/8/3n4/5qP1/PPPK4/RNB5_w_-_-_0_23,b7c7,1100,1100,b7f3,0.48434186,b7f3,0.48434186,False,False
215,https://lichess.org/analysis/standard/8/pQp1k3/3pPp2/8/3n4/5qP1/PPPK4/RNB5_w_-_-_0_23,b7c7,1200,1200,b7c7,0.4856099,b7f3,0.4849564,False,False
215,https://lichess.org/analysis/standard/8/pQp1k3/3pPp2/8/3n4/5qP1/PPPK4/RNB5_w_-_-_0_23,b7c7,1300,1300,b7c7,0.503559,b7f3,0.47469395,False,False
215,https://lichess.org/analysis/standard/8/pQp1k3/3pPp2/8/3n4/5qP1/PPPK4/RNB5_w_-_-_0_23,b7c7,1400,1400,b7c7,0.5014905,b7f3,0.48086786,False,False
215,https://lichess.org/analysis/standard/8/pQp1k3/3pPp2/8/3n4/5qP1/PPPK4/RNB5_w_-_-_0_23,b7c7,1500,1500,b7c7,0.4935503,b7f3,0.48925102,False,False
215,https://lichess.org/analysis/standard/8/pQp1k3/3pPp2/8/3n4/5qP1/PPPK4/RNB5_w_-_-_0_23,b7c7,1600,1600,b7c7,0.5054297,b7f3,0.48099455,False,False
215,https://lichess.org/analysis/standard/8/pQp1k3/3pPp2/8/3n4/5qP1/PPPK4/RNB5_w_-_-_0_23,b7c7,1700,1700,b7c7,0.50992954,b7f3,0.47575828,False,False
215,https://lichess.org/analysis/standard/8/pQp1k3/3pPp2/8/3n4/5qP1/PPPK4/RNB5_w_-_-_0_23,b7c7,1800,1800,b7c7,0.5049205,b7f3,0.48051736,False,False
215,https://lichess.org/analysis/standard/8/pQp1k3/3pPp2/8/3n4/5qP1/PPPK4/RNB5_w_-_-_0_23,b7c7,1900,1900,b7c7,0.50531846,b7f3,0.4753755,False,False
216,https://lichess.org/analysis/standard/8/p7/3pkp2/8/2Qn4/5qP1/PPPK4/RNB5_b_-_-_1_24,e6e5,1100,1100,e6e5,0.422752,e6e5,0.422752,False,False
216,https://lichess.org/analysis/standard/8/p7/3pkp2/8/2Qn4/5qP1/PPPK4/RNB5_b_-_-_1_24,e6e5,1200,1200,e6e5,0.42121428,e6e5,0.42121428,False,False
216,https://lichess.org/analysis/standard/8/p7/3pkp2/8/2Qn4/5qP1/PPPK4/RNB5_b_-_-_1_24,e6e5,1300,1300,e6e5,0.40847242,e6e5,0.40847242,False,False
216,https://lichess.org/analysis/standard/8/p7/3pkp2/8/2Qn4/5qP1/PPPK4/RNB5_b_-_-_1_24,e6e5,1400,1400,e6e5,0.41077322,e6e5,0.41077322,False,False
216,https://lichess.org/analysis/standard/8/p7/3pkp2/8/2Qn4/5qP1/PPPK4/RNB5_b_-_-_1_24,e6e5,1500,1500,e6e5,0.40272748,e6e5,0.40272748,False,False
216,https://lichess.org/analysis/standard/8/p7/3pkp2/8/2Qn4/5qP1/PPPK4/RNB5_b_-_-_1_24,e6e5,1600,1600,e6e5,0.37795442,e6e5,0.37795442,False,False
216,https://lichess.org/analysis/standard/8/p7/3pkp2/8/2Qn4/5qP1/PPPK4/RNB5_b_-_-_1_24,e6e5,1700,1700,e6e5,0.36126673,e6e5,0.36126673,False,False
216,https://lichess.org/analysis/standard/8/p7/3pkp2/8/2Qn4/5qP1/PPPK4/RNB5_b_-_-_1_24,e6e5,1800,1800,e6e5,0.353542,e6e5,0.353542,False,False
216,https://lichess.org/analysis/standard/8/p7/3pkp2/8/2Qn4/5qP1/PPPK4/RNB5_b_-_-_1_24,e6e5,1900,1900,d6d5,0.34268057,e6e5,0.34005013,False,False
217,https://lichess.org/analysis/standard/8/p7/3p1p2/4k3/2Qn4/5qP1/PPPK4/RNB5_w_-_-_2_25,c2c3,1100,1100,c2c3,0.26320118,b1c3,0.24788076,False,False
217,https://lichess.org/analysis/standard/8/p7/3p1p2/4k3/2Qn4/5qP1/PPPK4/RNB5_w_-_-_2_25,c2c3,1200,1200,c2c3,0.25162646,b1c3,0.24639742,False,False
217,https://lichess.org/analysis/standard/8/p7/3p1p2/4k3/2Qn4/5qP1/PPPK4/RNB5_w_-_-_2_25,c2c3,1300,1300,b1c3,0.2749889,b1c3,0.2749889,False,False
217,https://lichess.org/analysis/standard/8/p7/3p1p2/4k3/2Qn4/5qP1/PPPK4/RNB5_w_-_-_2_25,c2c3,1400,1400,b1c3,0.29584625,b1c3,0.29584625,False,False
217,https://lichess.org/analysis/standard/8/p7/3p1p2/4k3/2Qn4/5qP1/PPPK4/RNB5_w_-_-_2_25,c2c3,1500,1500,c4d3,0.28432283,b1c3,0.2839291,False,False
217,https://lichess.org/analysis/standard/8/p7/3p1p2/4k3/2Qn4/5qP1/PPPK4/RNB5_w_-_-_2_25,c2c3,1600,1600,b1c3,0.3297966,b1c3,0.3297966,False,False
217,https://lichess.org/analysis/standard/8/p7/3p1p2/4k3/2Qn4/5qP1/PPPK4/RNB5_w_-_-_2_25,c2c3,1700,1700,b1c3,0.32477736,b1c3,0.32477736,False,False
217,https://lichess.org/analysis/standard/8/p7/3p1p2/4k3/2Qn4/5qP1/PPPK4/RNB5_w_-_-_2_25,c2c3,1800,1800,b1c3,0.3396146,b1c3,0.3396146,False,False
217,https://lichess.org/analysis/standard/8/p7/3p1p2/4k3/2Qn4/5qP1/PPPK4/RNB5_w_-_-_2_25,c2c3,1900,1900,b1c3,0.3226246,b1c3,0.3226246,False,False
218,https://lichess.org/analysis/standard/rnb2rk1/ppp2ppp/3p1n2/2b1p3/4P3/2N2P2/PPPP2PP/R1B1KBNR_w_KQ_-_0_7,c3b5,1100,1100,c3d5,0.19969627,c3a4,0.023561507,False,True
218,https://lichess.org/analysis/standard/rnb2rk1/ppp2ppp/3p1n2/2b1p3/4P3/2N2P2/PPPP2PP/R1B1KBNR_w_KQ_-_0_7,c3b5,1200,1200,f1c4,0.2029508,c3a4,0.024723358,False,True
218,https://lichess.org/analysis/standard/rnb2rk1/ppp2ppp/3p1n2/2b1p3/4P3/2N2P2/PPPP2PP/R1B1KBNR_w_KQ_-_0_7,c3b5,1300,1300,f1c4,0.21759006,c3a4,0.026735144,False,True
218,https://lichess.org/analysis/standard/rnb2rk1/ppp2ppp/3p1n2/2b1p3/4P3/2N2P2/PPPP2PP/R1B1KBNR_w_KQ_-_0_7,c3b5,1400,1400,f1c4,0.2409976,c3a4,0.030015685,False,True
218,https://lichess.org/analysis/standard/rnb2rk1/ppp2ppp/3p1n2/2b1p3/4P3/2N2P2/PPPP2PP/R1B1KBNR_w_KQ_-_0_7,c3b5,1500,1500,f1c4,0.27050847,c3a4,0.031637333,False,True
218,https://lichess.org/analysis/standard/rnb2rk1/ppp2ppp/3p1n2/2b1p3/4P3/2N2P2/PPPP2PP/R1B1KBNR_w_KQ_-_0_7,c3b5,1600,1600,f1c4,0.32179284,c3a4,0.036625355,False,True
218,https://lichess.org/analysis/standard/rnb2rk1/ppp2ppp/3p1n2/2b1p3/4P3/2N2P2/PPPP2PP/R1B1KBNR_w_KQ_-_0_7,c3b5,1700,1700,f1c4,0.36938033,c3a4,0.037594132,False,True
218,https://lichess.org/analysis/standard/rnb2rk1/ppp2ppp/3p1n2/2b1p3/4P3/2N2P2/PPPP2PP/R1B1KBNR_w_KQ_-_0_7,c3b5,1800,1800,f1c4,0.4219975,c3a4,0.042262074,False,True
218,https://lichess.org/analysis/standard/rnb2rk1/ppp2ppp/3p1n2/2b1p3/4P3/2N2P2/PPPP2PP/R1B1KBNR_w_KQ_-_0_7,c3b5,1900,1900,f1c4,0.44145155,c3a4,0.044871032,False,True
219,https://lichess.org/analysis/standard/rnb2rk1/1pp2ppp/1b1p1n2/pN2p3/P3P3/2P2P2/1P1P2PP/R1B1KBNR_b_KQ_-_0_9,c7c6,1100,1100,c7c6,0.32409173,d6d5,0.025070025,False,False
219,https://lichess.org/analysis/standard/rnb2rk1/1pp2ppp/1b1p1n2/pN2p3/P3P3/2P2P2/1P1P2PP/R1B1KBNR_b_KQ_-_0_9,c7c6,1200,1200,c7c6,0.30529308,d6d5,0.022530302,False,False
219,https://lichess.org/analysis/standard/rnb2rk1/1pp2ppp/1b1p1n2/pN2p3/P3P3/2P2P2/1P1P2PP/R1B1KBNR_b_KQ_-_0_9,c7c6,1300,1300,c7c6,0.28536123,d6d5,0.021007324,False,False
219,https://lichess.org/analysis/standard/rnb2rk1/1pp2ppp/1b1p1n2/pN2p3/P3P3/2P2P2/1P1P2PP/R1B1KBNR_b_KQ_-_0_9,c7c6,1400,1400,c8d7,0.2797981,d6d5,0.022010574,False,False
219,https://lichess.org/analysis/standard/rnb2rk1/1pp2ppp/1b1p1n2/pN2p3/P3P3/2P2P2/1P1P2PP/R1B1KBNR_b_KQ_-_0_9,c7c6,1500,1500,c8d7,0.28187665,d6d5,0.02403013,False,False
219,https://lichess.org/analysis/standard/rnb2rk1/1pp2ppp/1b1p1n2/pN2p3/P3P3/2P2P2/1P1P2PP/R1B1KBNR_b_KQ_-_0_9,c7c6,1600,1600,c8d7,0.27706668,d6d5,0.026559379,False,False
219,https://lichess.org/analysis/standard/rnb2rk1/1pp2ppp/1b1p1n2/pN2p3/P3P3/2P2P2/1P1P2PP/R1B1KBNR_b_KQ_-_0_9,c7c6,1700,1700,c8d7,0.25647384,d6d5,0.031081272,False,False
219,https://lichess.org/analysis/standard/rnb2rk1/1pp2ppp/1b1p1n2/pN2p3/P3P3/2P2P2/1P1P2PP/R1B1KBNR_b_KQ_-_0_9,c7c6,1800,1800,c8d7,0.21941859,d6d5,0.036887426,False,False
219,https://lichess.org/analysis/standard/rnb2rk1/1pp2ppp/1b1p1n2/pN2p3/P3P3/2P2P2/1P1P2PP/R1B1KBNR_b_KQ_-_0_9,c7c6,1900,1900,b8c6,0.22280364,d6d5,0.041831437,False,False
220,https://lichess.org/analysis/standard/rnb2rk1/1p3ppp/1bpN1n2/p3p3/P3P3/2P2P2/1P1P2PP/R1B1KBNR_b_KQ_-_0_10,b6c5,1100,1100,b8d7,0.24361107,c8e6,0.21623166,True,False
220,https://lichess.org/analysis/standard/rnb2rk1/1p3ppp/1bpN1n2/p3p3/P3P3/2P2P2/1P1P2PP/R1B1KBNR_b_KQ_-_0_10,b6c5,1200,1200,b8d7,0.2459502,c8e6,0.22027878,True,False
220,https://lichess.org/analysis/standard/rnb2rk1/1p3ppp/1bpN1n2/p3p3/P3P3/2P2P2/1P1P2PP/R1B1KBNR_b_KQ_-_0_10,b6c5,1300,1300,b8d7,0.24136737,c8e6,0.22314489,True,False
220,https://lichess.org/analysis/standard/rnb2rk1/1p3ppp/1bpN1n2/p3p3/P3P3/2P2P2/1P1P2PP/R1B1KBNR_b_KQ_-_0_10,b6c5,1400,1400,b8d7,0.23574705,c8e6,0.22627658,True,False
220,https://lichess.org/analysis/standard/rnb2rk1/1p3ppp/1bpN1n2/p3p3/P3P3/2P2P2/1P1P2PP/R1B1KBNR_b_KQ_-_0_10,b6c5,1500,1500,c8e6,0.23535927,c8e6,0.23535927,True,False
220,https://lichess.org/analysis/standard/rnb2rk1/1p3ppp/1bpN1n2/p3p3/P3P3/2P2P2/1P1P2PP/R1B1KBNR_b_KQ_-_0_10,b6c5,1600,1600,c8e6,0.23719993,c8e6,0.23719993,True,False
220,https://lichess.org/analysis/standard/rnb2rk1/1p3ppp/1bpN1n2/p3p3/P3P3/2P2P2/1P1P2PP/R1B1KBNR_b_KQ_-_0_10,b6c5,1700,1700,c8e6,0.24346694,c8e6,0.24346694,True,False
220,https://lichess.org/analysis/standard/rnb2rk1/1p3ppp/1bpN1n2/p3p3/P3P3/2P2P2/1P1P2PP/R1B1KBNR_b_KQ_-_0_10,b6c5,1800,1800,c8e6,0.23865835,c8e6,0.23865835,True,False
220,https://lichess.org/analysis/standard/rnb2rk1/1p3ppp/1bpN1n2/p3p3/P3P3/2P2P2/1P1P2PP/R1B1KBNR_b_KQ_-_0_10,b6c5,1900,1900,c8e6,0.239505,c8e6,0.239505,True,False
221,https://lichess.org/analysis/standard/rnb2rk1/1p3ppp/2p2n2/p1b1p3/P1N1P3/2P2P2/1P1P2PP/R1B1KBNR_b_KQ_-_2_11,c8e6,1100,1100,b8d7,0.2596852,f6d7,0.012198967,False,False
221,https://lichess.org/analysis/standard/rnb2rk1/1p3ppp/2p2n2/p1b1p3/P1N1P3/2P2P2/1P1P2PP/R1B1KBNR_b_KQ_-_2_11,c8e6,1200,1200,b8d7,0.26429185,f6d7,0.012937723,False,False
221,https://lichess.org/analysis/standard/rnb2rk1/1p3ppp/2p2n2/p1b1p3/P1N1P3/2P2P2/1P1P2PP/R1B1KBNR_b_KQ_-_2_11,c8e6,1300,1300,b8d7,0.26602197,f6d7,0.013921125,False,False
221,https://lichess.org/analysis/standard/rnb2rk1/1p3ppp/2p2n2/p1b1p3/P1N1P3/2P2P2/1P1P2PP/R1B1KBNR_b_KQ_-_2_11,c8e6,1400,1400,b8d7,0.26787785,f6d7,0.014473607,False,False
221,https://lichess.org/analysis/standard/rnb2rk1/1p3ppp/2p2n2/p1b1p3/P1N1P3/2P2P2/1P1P2PP/R1B1KBNR_b_KQ_-_2_11,c8e6,1500,1500,f8e8,0.28850105,f6d7,0.014423251,False,False
221,https://lichess.org/analysis/standard/rnb2rk1/1p3ppp/2p2n2/p1b1p3/P1N1P3/2P2P2/1P1P2PP/R1B1KBNR_b_KQ_-_2_11,c8e6,1600,1600,f8e8,0.32524565,f6d7,0.016324,False,False
221,https://lichess.org/analysis/standard/rnb2rk1/1p3ppp/2p2n2/p1b1p3/P1N1P3/2P2P2/1P1P2PP/R1B1KBNR_b_KQ_-_2_11,c8e6,1700,1700,f8e8,0.35094908,f6d7,0.017854186,False,False
221,https://lichess.org/analysis/standard/rnb2rk1/1p3ppp/2p2n2/p1b1p3/P1N1P3/2P2P2/1P1P2PP/R1B1KBNR_b_KQ_-_2_11,c8e6,1800,1800,f8e8,0.36852667,f6d7,0.018859414,False,False
221,https://lichess.org/analysis/standard/rnb2rk1/1p3ppp/2p2n2/p1b1p3/P1N1P3/2P2P2/1P1P2PP/R1B1KBNR_b_KQ_-_2_11,c8e6,1900,1900,f8e8,0.37567145,f6d7,0.01963089,False,False
222,https://lichess.org/analysis/standard/r4rk1/bp3ppp/n1p1bn2/4N3/PP2P3/5P2/3P2PP/R1B1KBNR_w_KQ_-_1_15,b4b5,1100,1100,b4b5,0.43842265,f1a6,0.24418959,True,True
222,https://lichess.org/analysis/standard/r4rk1/bp3ppp/n1p1bn2/4N3/PP2P3/5P2/3P2PP/R1B1KBNR_w_KQ_-_1_15,b4b5,1200,1200,b4b5,0.4245846,f1a6,0.27298686,True,True
222,https://lichess.org/analysis/standard/r4rk1/bp3ppp/n1p1bn2/4N3/PP2P3/5P2/3P2PP/R1B1KBNR_w_KQ_-_1_15,b4b5,1300,1300,b4b5,0.4093831,f1a6,0.29934657,True,True
222,https://lichess.org/analysis/standard/r4rk1/bp3ppp/n1p1bn2/4N3/PP2P3/5P2/3P2PP/R1B1KBNR_w_KQ_-_1_15,b4b5,1400,1400,b4b5,0.39993477,f1a6,0.32341716,True,True
222,https://lichess.org/analysis/standard/r4rk1/bp3ppp/n1p1bn2/4N3/PP2P3/5P2/3P2PP/R1B1KBNR_w_KQ_-_1_15,b4b5,1500,1500,b4b5,0.3924039,f1a6,0.3378236,True,True
222,https://lichess.org/analysis/standard/r4rk1/bp3ppp/n1p1bn2/4N3/PP2P3/5P2/3P2PP/R1B1KBNR_w_KQ_-_1_15,b4b5,1600,1600,b4b5,0.3841214,f1a6,0.36359316,True,True
222,https://lichess.org/analysis/standard/r4rk1/bp3ppp/n1p1bn2/4N3/PP2P3/5P2/3P2PP/R1B1KBNR_w_KQ_-_1_15,b4b5,1700,1700,b4b5,0.3800651,f1a6,0.37929896,True,True
222,https://lichess.org/analysis/standard/r4rk1/bp3ppp/n1p1bn2/4N3/PP2P3/5P2/3P2PP/R1B1KBNR_w_KQ_-_1_15,b4b5,1800,1800,f1a6,0.3944604,f1a6,0.3944604,True,True
222,https://lichess.org/analysis/standard/r4rk1/bp3ppp/n1p1bn2/4N3/PP2P3/5P2/3P2PP/R1B1KBNR_w_KQ_-_1_15,b4b5,1900,1900,f1a6,0.4058382,f1a6,0.4058382,True,True
223,https://lichess.org/analysis/standard/5rk1/b1r2ppp/8/1P2N2n/2b1P3/n2P1P2/4K1PP/2R2BNR_w_-_-_1_27,g2g3,1100,1100,d3c4,0.483317,e5c4,0.4593819,True,True
223,https://lichess.org/analysis/standard/5rk1/b1r2ppp/8/1P2N2n/2b1P3/n2P1P2/4K1PP/2R2BNR_w_-_-_1_27,g2g3,1200,1200,e5c4,0.484001,e5c4,0.484001,True,True
223,https://lichess.org/analysis/standard/5rk1/b1r2ppp/8/1P2N2n/2b1P3/n2P1P2/4K1PP/2R2BNR_w_-_-_1_27,g2g3,1300,1300,e5c4,0.51542836,e5c4,0.51542836,True,True
223,https://lichess.org/analysis/standard/5rk1/b1r2ppp/8/1P2N2n/2b1P3/n2P1P2/4K1PP/2R2BNR_w_-_-_1_27,g2g3,1400,1400,e5c4,0.5338248,e5c4,0.5338248,True,True
223,https://lichess.org/analysis/standard/5rk1/b1r2ppp/8/1P2N2n/2b1P3/n2P1P2/4K1PP/2R2BNR_w_-_-_1_27,g2g3,1500,1500,e5c4,0.54672116,e5c4,0.54672116,True,True
223,https://lichess.org/analysis/standard/5rk1/b1r2ppp/8/1P2N2n/2b1P3/n2P1P2/4K1PP/2R2BNR_w_-_-_1_27,g2g3,1600,1600,e5c4,0.5587992,e5c4,0.5587992,True,True
223,https://lichess.org/analysis/standard/5rk1/b1r2ppp/8/1P2N2n/2b1P3/n2P1P2/4K1PP/2R2BNR_w_-_-_1_27,g2g3,1700,1700,e5c4,0.5622629,e5c4,0.5622629,True,True
223,https://lichess.org/analysis/standard/5rk1/b1r2ppp/8/1P2N2n/2b1P3/n2P1P2/4K1PP/2R2BNR_w_-_-_1_27,g2g3,1800,1800,e5c4,0.5683894,e5c4,0.5683894,True,True
223,https://lichess.org/analysis/standard/5rk1/b1r2ppp/8/1P2N2n/2b1P3/n2P1P2/4K1PP/2R2BNR_w_-_-_1_27,g2g3,1900,1900,e5c4,0.5728971,e5c4,0.5728971,True,True
224,https://lichess.org/analysis/standard/rnb1kbnr/ppp2qpp/8/4pp2/4p3/2P5/PP1P1PPP/RNBQKBNR_b_KQkq_-_3_7,g8f6,1100,1100,f5f4,0.26745692,b8c6,0.12767732,False,False
224,https://lichess.org/analysis/standard/rnb1kbnr/ppp2qpp/8/4pp2/4p3/2P5/PP1P1PPP/RNBQKBNR_b_KQkq_-_3_7,g8f6,1200,1200,f5f4,0.25874785,b8c6,0.13962275,False,False
224,https://lichess.org/analysis/standard/rnb1kbnr/ppp2qpp/8/4pp2/4p3/2P5/PP1P1PPP/RNBQKBNR_b_KQkq_-_3_7,g8f6,1300,1300,f5f4,0.23295833,b8c6,0.15645306,False,False
224,https://lichess.org/analysis/standard/rnb1kbnr/ppp2qpp/8/4pp2/4p3/2P5/PP1P1PPP/RNBQKBNR_b_KQkq_-_3_7,g8f6,1400,1400,f5f4,0.20206174,b8c6,0.17002442,False,False
224,https://lichess.org/analysis/standard/rnb1kbnr/ppp2qpp/8/4pp2/4p3/2P5/PP1P1PPP/RNBQKBNR_b_KQkq_-_3_7,g8f6,1500,1500,f5f4,0.19869807,b8c6,0.1664184,False,False
224,https://lichess.org/analysis/standard/rnb1kbnr/ppp2qpp/8/4pp2/4p3/2P5/PP1P1PPP/RNBQKBNR_b_KQkq_-_3_7,g8f6,1600,1600,g8f6,0.2306426,b8c6,0.18104813,False,False
224,https://lichess.org/analysis/standard/rnb1kbnr/ppp2qpp/8/4pp2/4p3/2P5/PP1P1PPP/RNBQKBNR_b_KQkq_-_3_7,g8f6,1700,1700,g8f6,0.26063272,b8c6,0.18068624,False,False
224,https://lichess.org/analysis/standard/rnb1kbnr/ppp2qpp/8/4pp2/4p3/2P5/PP1P1PPP/RNBQKBNR_b_KQkq_-_3_7,g8f6,1800,1800,g8f6,0.2857748,b8c6,0.17454258,False,False
224,https://lichess.org/analysis/standard/rnb1kbnr/ppp2qpp/8/4pp2/4p3/2P5/PP1P1PPP/RNBQKBNR_b_KQkq_-_3_7,g8f6,1900,1900,g8f6,0.30507857,b8c6,0.16264045,False,False
225,https://lichess.org/analysis/standard/rnb1kb1r/ppp2qpp/5n2/4pp2/4p3/2P5/PP1P1PPP/RNBQKBNR_w_KQkq_-_4_8,g1h3,1100,1100,d1a4,0.19945686,d2d3,0.093913265,False,False
225,https://lichess.org/analysis/standard/rnb1kb1r/ppp2qpp/5n2/4pp2/4p3/2P5/PP1P1PPP/RNBQKBNR_w_KQkq_-_4_8,g1h3,1200,1200,d1a4,0.20443887,d2d3,0.095643006,False,False
225,https://lichess.org/analysis/standard/rnb1kb1r/ppp2qpp/5n2/4pp2/4p3/2P5/PP1P1PPP/RNBQKBNR_w_KQkq_-_4_8,g1h3,1300,1300,d1a4,0.21265766,d2d3,0.09623674,False,False
225,https://lichess.org/analysis/standard/rnb1kb1r/ppp2qpp/5n2/4pp2/4p3/2P5/PP1P1PPP/RNBQKBNR_w_KQkq_-_4_8,g1h3,1400,1400,b2b3,0.24025142,d2d3,0.0979579,False,False
225,https://lichess.org/analysis/standard/rnb1kb1r/ppp2qpp/5n2/4pp2/4p3/2P5/PP1P1PPP/RNBQKBNR_w_KQkq_-_4_8,g1h3,1500,1500,b2b3,0.25573602,d2d3,0.095482685,False,False
225,https://lichess.org/analysis/standard/rnb1kb1r/ppp2qpp/5n2/4pp2/4p3/2P5/PP1P1PPP/RNBQKBNR_w_KQkq_-_4_8,g1h3,1600,1600,b2b3,0.3022182,d2d3,0.08618247,False,False
225,https://lichess.org/analysis/standard/rnb1kb1r/ppp2qpp/5n2/4pp2/4p3/2P5/PP1P1PPP/RNBQKBNR_w_KQkq_-_4_8,g1h3,1700,1700,b2b3,0.32400575,d2d3,0.08386723,False,False
225,https://lichess.org/analysis/standard/rnb1kb1r/ppp2qpp/5n2/4pp2/4p3/2P5/PP1P1PPP/RNBQKBNR_w_KQkq_-_4_8,g1h3,1800,1800,b2b3,0.34523714,d2d3,0.08162937,False,False
225,https://lichess.org/analysis/standard/rnb1kb1r/ppp2qpp/5n2/4pp2/4p3/2P5/PP1P1PPP/RNBQKBNR_w_KQkq_-_4_8,g1h3,1900,1900,b2b3,0.35604954,d2d3,0.076993406,False,False
226,https://lichess.org/analysis/standard/rnb1kb1r/ppp2qp1/5n1p/5p2/4pN2/2P5/PP1P2PP/RNBQKB1R_b_KQkq_-_0_10,g7g5,1100,1100,g7g5,0.38624913,g7g5,0.38624913,False,False
226,https://lichess.org/analysis/standard/rnb1kb1r/ppp2qp1/5n1p/5p2/4pN2/2P5/PP1P2PP/RNBQKB1R_b_KQkq_-_0_10,g7g5,1200,1200,g7g5,0.35553515,g7g5,0.35553515,False,False
226,https://lichess.org/analysis/standard/rnb1kb1r/ppp2qp1/5n1p/5p2/4pN2/2P5/PP1P2PP/RNBQKB1R_b_KQkq_-_0_10,g7g5,1300,1300,f8d6,0.3553187,g7g5,0.32475105,False,False
226,https://lichess.org/analysis/standard/rnb1kb1r/ppp2qp1/5n1p/5p2/4pN2/2P5/PP1P2PP/RNBQKB1R_b_KQkq_-_0_10,g7g5,1400,1400,f8d6,0.3861874,g7g5,0.31285566,False,False
226,https://lichess.org/analysis/standard/rnb1kb1r/ppp2qp1/5n1p/5p2/4pN2/2P5/PP1P2PP/RNBQKB1R_b_KQkq_-_0_10,g7g5,1500,1500,f8d6,0.41124168,g7g5,0.29850525,False,False
226,https://lichess.org/analysis/standard/rnb1kb1r/ppp2qp1/5n1p/5p2/4pN2/2P5/PP1P2PP/RNBQKB1R_b_KQkq_-_0_10,g7g5,1600,1600,f8d6,0.44420934,g7g5,0.29434234,False,False
226,https://lichess.org/analysis/standard/rnb1kb1r/ppp2qp1/5n1p/5p2/4pN2/2P5/PP1P2PP/RNBQKB1R_b_KQkq_-_0_10,g7g5,1700,1700,f8d6,0.46725163,g7g5,0.28178385,False,False
226,https://lichess.org/analysis/standard/rnb1kb1r/ppp2qp1/5n1p/5p2/4pN2/2P5/PP1P2PP/RNBQKB1R_b_KQkq_-_0_10,g7g5,1800,1800,f8d6,0.49385267,g7g5,0.2777103,False,False
226,https://lichess.org/analysis/standard/rnb1kb1r/ppp2qp1/5n1p/5p2/4pN2/2P5/PP1P2PP/RNBQKB1R_b_KQkq_-_0_10,g7g5,1900,1900,f8d6,0.52101827,g7g5,0.2784454,False,False
